_pkey,excessFee,rrp,balanceRRP,oldBalanceRRP,productName,productDesc,coverage,productCode,policyStartDate,policyEndDate,policyStatus,retailerName,deviceType,make,model,purchaseDate,deviceCost,relationship,channel,claimType,country,status,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,issueDesc,approved,rrp_minus_balance,fee_to_rrp,coverage_duration_days,purchase_to_policy_end_days,days_after_policy_anchor_to_end,coverage_duration_tier,symptom_count,issueDesc_en,_wc_issue_en,persona
1219,59.0,1349.0,1349.0,1349.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,2022-08-03 00:00:00,2024-08-03 00:00:00,Active,,,WUAWEI,WUAWEI-AAA5,2022-08-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,"Ik had de telefoon tijdens *** sporten *** de **** gelegd op de grond (deze zat ik *** hoesje). Tijdens mijn oefening is er helaas *** gewicht *** de barbell gevallen op te telefoon, *** heeft ertoe geleid dat de telefoon verbogen is, sindsdien doet de telefoon **** simkaart **** lezen, of heeft **** bereik en de NFC scanner werkt niet ****.  de scherm of de achterkant hebben **** barsten. Ik denk ****** wel dat deze nu ***** extra spanning zullen staan ",1,0.0,0.04373610081541883,731.0,731.0,731.0,tier_appx_24mo,6,"Ik had de telefoon tijdens *** sporten *** de **** gelegd op de grond (deze zat ik *** hoesje). Tijdens mijn oefening is er helaas *** gewicht *** de barbell gevallen op te telefoon, *** heeft ertoe geleid dat de telefoon verbogen is, sindsdien doet de telefoon **** simkaart **** lezen, of heeft **** bereik en de NFC scanner werkt niet ****. de scherm of de achterkant hebben **** barsten. Ik denk ****** wel dat deze nu ***** extra spanning zullen staan",82,The Active/Sporty (Action Damage)
1220,59.0,1449.0,1449.0,1449.0,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,15/03/2022,15/03/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA19,15/03/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,*************************************** gebruikte *** toestel.  Telefoon viel uit mijn broekzak tijdens *** fietsen. Telefoon viel op de straat en *** scherm linksboven is gebarsten. ,1,0.0,0.04071773636991028,731.0,731.0,731.0,tier_appx_24mo,6,*************************************** gebruikte *** toestel. Telefoon viel uit mijn broekzak tijdens *** fietsen. Telefoon viel op de straat en *** scherm linksboven is gebarsten.,23,The Commuter (Transit Damage)
1221,59.0,1449.0,1449.0,1449.0,NL_DISCOUNT_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD2403,28/02/2022,28/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA2,2022-01-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Mijn man had *** in zijn broekzak zitten met orgineel WUAWEI hoesje maar **** hij *** weer pakte zat er *** barst en en hapert *** scherm en geeft af en toe *** storing,1,0.0,0.04071773636991028,730.0,786.0,730.0,tier_appx_24mo,5,Mijn man had *** in zijn broekzak zitten met orgineel WUAWEI hoesje maar **** hij *** weer pakte zat er *** barst en en hapert *** scherm en geeft af en toe *** storing,34,The Clumsy Dropper (Standard Accidental)
1222,139.0,1899.0,1899.0,1899.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,2022-04-04 00:00:00,2024-04-04 00:00:00,Active,,,WUAWEI,WUAWEI-AAA67,2022-04-04 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Ik gebruikte *** toestel en ik **** *** ****** uit mijn handen. Hij is denk ik heel ongelukkig gevallen want hij laadt de telefoon niet **** op en ik krijg *** scherm ook niet **** open geklapt.,1,0.0,0.07319641916798315,731.0,731.0,731.0,tier_appx_24mo,5,Ik gebruikte *** toestel en ik **** *** ****** uit mijn handen. Hij is denk ik heel ongelukkig gevallen want hij laadt de telefoon niet **** op en ik krijg *** scherm ook niet **** open geklapt.,37,The Clumsy Dropper (Standard Accidental)
1223,59.0,1249.0,1249.0,1249.0,NL_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT12,23/04/2022,23/04/2023,Active,,,WUAWEI,WUAWEI-AAA15,23/04/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,0.0,1.0,,1.0,0.0,0.0,,,,"I am the owner of this phone and at *****, it fell down and the screen cracked on the side. The top part of the screen is not working only the bottom half. Finger print and swipe on the screen works",1,0.0,0.04723779023218575,365.0,365.0,365.0,tier_appx_12mo,3,"I am the owner of this phone and at *****, it fell down and the screen cracked on the side. The top part of the screen is not working only the bottom half. Finger print and swipe on the screen works",41,The Clumsy Dropper (Standard Accidental)
1224,99.0,1349.0,1349.0,1349.0,NL_MANDATORY_ADLD+THEFT_12M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1210,2022-07-04 00:00:00,2023-07-04 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA14,2022-06-04 00:00:00,0,self,Online Portal,Theft,NL,Completed,,,,,,,,,,,,,Bij *** bezoeken *** de binnenstad op koningsdag was er *** moment dat ik ***** 2 mensen aanbotste. Achteraf is dat hoogstwaarschijnlijk *** moment geweest dat ik slachtoffer *** geworden *** *** zakkenroller. *** **** om cash geld en *** mobiele telefoon.\n,1,0.0,0.07338769458858414,365.0,395.0,365.0,tier_appx_12mo,0,Bij *** bezoeken *** de binnenstad op koningsdag was er *** moment dat ik ***** 2 mensen aanbotste. Achteraf is dat hoogstwaarschijnlijk *** moment geweest dat ik slachtoffer *** geworden *** *** zakkenroller. *** **** om cash geld en *** mobiele telefoon.,42,The Victim (Theft/Loss)
1225,59.0,1349.0,1349.0,1349.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,13/03/2022,13/03/2024,Active,,,WUAWEI,WUAWEI-AAA37,13/03/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Ik gebruikte zelf *** toestel. Ik **** mijn telefoon per ongeluk ****** tijdens *** uitstappen uit de auto. Hierdoor ontstond er *** barst in mijn scherm en aluminium frame. De telefoonhoes bood **** bescherming. ,1,0.0,0.04373610081541883,731.0,731.0,731.0,tier_appx_24mo,5,Ik gebruikte zelf *** toestel. Ik **** mijn telefoon per ongeluk ****** tijdens *** uitstappen uit de auto. Hierdoor ontstond er *** barst in mijn scherm en aluminium frame. De telefoonhoes bood **** bescherming.,34,The Commuter (Transit Damage)
1226,59.0,1449.0,1449.0,1449.0,NL_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1203,15/03/2022,15/03/2023,Active,,,WUAWEI,WUAWEI-AAA19,15/03/2022,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,"Ik stond bij de bushalte te wachten om de bus te nemen, ik ***** mijn OV chipkaart pakken uit mijn jaszak waar ook mijn telefoon in zat.\nOp *** moment *** *** openen *** mijn jaszak met zij rits gleed mijn telefoon uit mijn *** en viel de telefoon op de grond waarbij de rechter boven **** als eerste op de grond waardoor mijn scherm is gebarsten en vermoed ik dat hierdoor mijn telefoon ook niet **** water dicht is.\n",0,0.0,0.04071773636991028,365.0,365.0,365.0,tier_appx_12mo,5,"Ik stond bij de bushalte te wachten om de bus te nemen, ik ***** mijn OV chipkaart pakken uit mijn jaszak waar ook mijn telefoon in zat.
Op *** moment *** *** openen *** mijn jaszak met zij rits gleed mijn telefoon uit mijn *** en viel de telefoon op de grond waarbij de rechter boven **** als eerste op de grond waardoor mijn scherm is gebarsten en vermoed ik dat hierdoor mijn telefoon ook niet **** water dicht is.",80,The Commuter (Transit Damage)
1227,59.0,1249.0,1249.0,1249.0,NL_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT12,25/04/2022,25/04/2023,Active,,,WUAWEI,WUAWEI-AAA12,25/04/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,the phone fell. and the front facing screen got its glass cracked. it fell from my eating table. the digitalizer still works. just there's tiny bits of cracked glass under the screen protector due to cracked display. ,1,0.0,0.04723779023218575,365.0,365.0,365.0,tier_appx_12mo,6,the phone fell. and the front facing screen got its glass cracked. it fell from my eating table. the digitalizer still works. just there's tiny bits of cracked glass under the screen protector due to cracked display.,37,The Clumsy Dropper (Standard Accidental)
1228,59.0,1249.0,1249.0,1249.0,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,2022-09-04 00:00:00,2024-09-04 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA12,2022-08-04 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,The phone was being used by me. Accidentally dropped the phone while I was using it. The phone hit a table and the screen cracked on the side after the fall.,1,0.0,0.04723779023218575,731.0,762.0,731.0,tier_appx_24mo,5,The phone was being used by me. Accidentally dropped the phone while I was using it. The phone hit a table and the screen cracked on the side after the fall.,31,The Clumsy Dropper (Standard Accidental)
1229,35.0,229.0,229.0,229.0,NL_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT12,2022-09-02 00:00:00,2023-09-02 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA253,2022-09-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,"By accident, the phone fell on the floor face down and the front glass broke. However, the phone was still functioning. However, after a few days, the screen was not readable anymore and has remained like this.",0,0.0,0.15283842794759825,365.0,365.0,365.0,tier_appx_12mo,1,"By accident, the phone fell on the floor face down and the front glass broke. However, the phone was still functioning. However, after a few days, the screen was not readable anymore and has remained like this.",37,The Clumsy Dropper (Standard Accidental)
1230,59.0,899.0,899.0,899.0,NL_DISCOUNT_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1208,2022-07-03 00:00:00,2023-07-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA202,2022-07-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,"Good morning, \n\nYesterday, I came out from the gym and just as I was about to get into my car the phone fell to the floor and the screen got a small scratch. The phone fell down from about 30cm (very close to the ground). The screen worked perfectly, but after 10 *** I don't know how or I don't know why, the screen stopped working, for no reason!\nI am frustrated by the quality of the phone.\n\nI hope you can help me asap is possible due to I need the phone for my daily work!\n\nI am looking forward to hearing from you.\n\nThank you in advance!\n\nKind regards,\nJavier *************************\n+***********",1,0.0,0.06562847608453838,365.0,365.0,365.0,tier_appx_12mo,4,"Good morning, 

Yesterday, I came out from the gym and just as I was about to get into my car the phone fell to the floor and the screen got a small scratch. The phone fell down from about 30cm (very close to the ground). The screen worked perfectly, but after 10 *** I don't know how or I don't know why, the screen stopped working, for no reason!
I am frustrated by the quality of the phone.

I hope you can help me asap is possible due to I need the phone for my daily work!

I am looking forward to hearing from you.

Thank you in advance!

Kind regards,
Javier *************************
+***********",114,The Active/Sporty (Action Damage)
1231,59.0,1099.0,1099.0,1099.0,NL_DISCOUNT_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT2403,2022-03-03 00:00:00,2024-03-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA56,2022-03-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,"Ik was de telefoon *** *** opladen, **** heb ik *** *** de netstroom afgehaald en de telefoon **** hierna niet **** ***.\nHeb opnieuw opladen geprobeerd bedraad en draadloos maar werkt allebei niet ****.",0,0.0,0.05368516833484986,731.0,731.0,731.0,tier_appx_24mo,0,"Ik was de telefoon *** *** opladen, **** heb ik *** *** de netstroom afgehaald en de telefoon **** hierna niet **** ***.
Heb opnieuw opladen geprobeerd bedraad en draadloos maar werkt allebei niet ****.",35,The Clumsy Dropper (Standard Accidental)
1232,99.0,1449.0,1449.0,1449.0,NL_DISCOUNT_ADLD+THEFT_12M_UPFRONT_TABLETS,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1207,23/02/2022,23/02/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA36,24/02/2022,0,self,Online Portal,Theft,NL,Completed,,,,,,,,,,,,,"Geachte,\n\*** heb op *********  direct *** mailbericht gestuurd naar ******************************************* en die ***** *** dat ik *** via de site moest ****.\n\nOp ********* was ik met mijn vrouw en kind de **** uitlaten in *** natuurgebied bij paardensportcentrum ********* in ***********. Ik was op dat moment net *** mijn werk en had mijn zwarte werktas ***. Deze had ik op de bijrijdersstoel liggen. Mijn vrouw zat achterin bij ons kind. \nOp de parkeerplaats sprong de **** uit de auto en ***** richting *** bruggetje mijn vrouw en kind achterna, die alvast iets vooruit ***** gegaan. Op dat moment **** ik onze **** (nog vrij **** en onstuimig, dus er was wat overredingskracht nodig om *** te vangen) om *** *** de **** te **** stond. Naast onze auto ***** twee mannen bezig *** visspullen in *** auto te stoppen. Net op *** moment dat ik bukte om de **** *** te lijnen met *** afstand *** ongeveer *** 6 a 7 meter griste *** *** de vissers mijn tas uit de auto, stapte in de auto en reden hard weg. *** was *** zwarte suzuki auto met *** Pools kenteken. Twee mannen in *** trainingspak met beide *** pet zaten in de auto. *** **** verschrikkelijk snel en was totaal beduusd. Mijn vrouw **** dat ik er niet achterna moest rijden. In mijn tas zat *** WUAWEI Ultra tablet, *** koptelefoon *** **** en twee boeken (en *** appel). *** gebeurde zo snel en onverwachts dat ik **** duidelijk signalement *** de twee mannen heb of *** kenteken.\*** de bijlage heb ik de aankoopbon toegevoegd en heb vandaag aangifte ************************* gedaan bij de politie.\n\nVriendelijke groet,\nS. Oudghiri\n\nThorbeckestraat 14\*******\nUlft",1,0.0,0.06832298136645963,365.0,364.0,364.0,tier_appx_12mo,0,"Geachte,
\*** heb op ********* direct *** mailbericht gestuurd naar ******************************************* en die ***** *** dat ik *** via de site moest ****.

Op ********* was ik met mijn vrouw en kind de **** uitlaten in *** natuurgebied bij paardensportcentrum ********* in ***********. Ik was op dat moment net *** mijn werk en had mijn zwarte werktas ***. Deze had ik op de bijrijdersstoel liggen. Mijn vrouw zat achterin bij ons kind. 
Op de parkeerplaats sprong de **** uit de auto en ***** richting *** bruggetje mijn vrouw en kind achterna, die alvast iets vooruit ***** gegaan. Op dat moment **** ik onze **** (nog vrij **** en onstuimig, dus er was wat overredingskracht nodig om *** te vangen) om *** *** de **** te **** stond. Naast onze auto ***** twee mannen bezig *** visspullen in *** auto te stoppen. Net op *** moment dat ik bukte om de **** *** te lijnen met *** afstand *** ongeveer *** 6 a 7 meter griste *** *** de vissers mijn tas uit de auto, stapte in de auto en reden hard weg. *** was *** zwarte suzuki auto met *** Pools kenteken. Twee mannen in *** trainingspak met beide *** pet zaten in de auto. *** **** verschrikkelijk snel en was totaal beduusd. Mijn vrouw **** dat ik er niet achterna moest rijden. In mijn tas zat *** WUAWEI Ultra tablet, *** koptelefoon *** **** en twee boeken (en *** appel). *** gebeurde zo snel en onverwachts dat ik **** duidelijk signalement *** de twee mannen heb of *** kenteken.\*** de bijlage heb ik de aankoopbon toegevoegd en heb vandaag aangifte ************************* gedaan bij de politie.

Vriendelijke groet,
S. Oudghiri

Thorbeckestraat 14\*******
Ulft",283,The Victim (Theft/Loss)
1233,59.0,1349.0,1349.0,1349.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,19/05/2022,19/05/2024,Active,,,WUAWEI,WUAWEI-AAA14,19/05/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,*** toestel is uit *** ******* binnenzak gevallen. *** gebeurde bij *** uit de auto ***** *** *** *******. *** toestel op *** grindpad gevallen met *** scherm naar beneden. De beschermhoes die om *** toestel zat heeft niet kunnen voorkomen dat er twee ***** in *** scherm zitten ,1,0.0,0.04373610081541883,731.0,731.0,731.0,tier_appx_24mo,5,*** toestel is uit *** ******* binnenzak gevallen. *** gebeurde bij *** uit de auto ***** *** *** *******. *** toestel op *** grindpad gevallen met *** scherm naar beneden. De beschermhoes die om *** toestel zat heeft niet kunnen voorkomen dat er twee ***** in *** scherm zitten,49,The Commuter (Transit Damage)
1234,25.0,270.0,270.0,270.0,NL_ADLD_12M_UPFRONT_WEARABLE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1205,31/03/2022,31/03/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA254,2022-01-04 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,0.0,0.0,,1.0,1.0,0.0,,,,"Ik ***** mijn horloge omdoen, maar **** viel mijn horloge op de grond. Eerste keer slecht kleine beschadiging *** rechter ****. De tweede keer ***** ******, ook weer bij omdoen, maar **** op plavuizen ***** ****** in de bijkeuken. **** scherm echt gescheurd.",1,0.0,0.09259259259259259,365.0,451.0,365.0,tier_appx_12mo,4,"Ik ***** mijn horloge omdoen, maar **** viel mijn horloge op de grond. Eerste keer slecht kleine beschadiging *** rechter ****. De tweede keer ***** ******, ook weer bij omdoen, maar **** op plavuizen ***** ****** in de bijkeuken. **** scherm echt gescheurd.",43,The Clumsy Dropper (Standard Accidental)
1235,59.0,1349.0,1349.0,1349.0,NL_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT24,2022-09-03 00:00:00,2024-09-03 00:00:00,Active,,,WUAWEI,WUAWEI-AAA89,2022-09-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,"*** toestel zat in mijn broekzak en is eruit gevallen met *** stappen uit de auto, en vervolgens met *** hoesje eromheen op *** scherm op *** asfalt gevallen.",1,0.0,0.04373610081541883,731.0,731.0,731.0,tier_appx_24mo,5,"*** toestel zat in mijn broekzak en is eruit gevallen met *** stappen uit de auto, en vervolgens met *** hoesje eromheen op *** scherm op *** asfalt gevallen.",29,The Commuter (Transit Damage)
1236,35.0,349.0,349.0,349.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD24,23/12/2021,23/12/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA255,23/12/2021,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,0.0,0.0,,,,"Gebruikt door mezelf, toestel start nog wel op maar *** touchscreen reageert niet. Geprobeerd meerdere ***** te resetten, **** effect. Ook helemaal leeg ***** gaan, en weer opladen. **** effect. ",1,0.0,0.10028653295128939,730.0,730.0,730.0,tier_appx_24mo,4,"Gebruikt door mezelf, toestel start nog wel op maar *** touchscreen reageert niet. Geprobeerd meerdere ***** te resetten, **** effect. Ook helemaal leeg ***** gaan, en weer opladen. **** effect.",30,The Clumsy Dropper (Standard Accidental)
1237,59.0,1449.0,1449.0,1449.0,NL_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT24,18/02/2022,18/02/2024,Active,,,WUAWEI,WUAWEI-AAA2,18/02/2022,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,1.0,,1.0,0.0,,1.0,1.0,0.0,,,,It fell down on a cobblestone road. Now the screen is completely broken and I cannot use it any more. I was using the device and it fell down from my hand. The screen flickers but you cannot see any content.,1,0.0,0.04071773636991028,730.0,730.0,730.0,tier_appx_24mo,4,It fell down on a cobblestone road. Now the screen is completely broken and I cannot use it any more. I was using the device and it fell down from my hand. The screen flickers but you cannot see any content.,41,The Clumsy Dropper (Standard Accidental)
